x-before,y-before,z-before
86.70209,62.70369,587.4373
83.94824,61.934998,587.0198
81.23765,61.202267,586.6434
78.632195,60.270714,586.33954
76.07138,59.334698,586.0899
73.53898,58.413612,585.90686
70.99557,57.515343,585.81946
68.34596,56.629543,585.997
65.70776,55.795532,586.2731
63.078415,54.89383,586.344
109.3993,65.18068,599.2663
109.41321,64.57887,601.75385
105.62659,65.5339,594.7505
52.198112,50.747795,589.64484
102.559166,65.52436,593.3545
99.42585,65.31007,592.6755
96.36397,65.024315,592.00116
93.35406,64.578285,591.3074
90.44815,64.02203,590.6807
87.61959,63.380962,590.1375
84.874146,62.615173,589.6864
82.19921,61.763485,589.3095
79.560524,60.923393,588.9806
76.95876,60.070164,588.70807
74.38063,59.23785,588.49445
71.84286,58.32715,588.3513
69.26762,57.45915,588.2676
66.36576,56.588863,588.7428
63.621212,55.74023,589.0951
60.711315,54.6137,588.5202
57.96615,53.12775,587.5907
55.149216,52.59209,590.1367
48.87043,49.806328,592.2281
45.11573,48.17137,593.3239
41.764214,46.391037,594.6491
38.994366,44.57641,596.4281
58.202675,54.05285,590.82227
55.44206,53.457184,593.29706
52.228825,51.76442,592.7293
61.319084,55.434334,591.5283
64.5682,56.50835,592.005
67.47585,57.32261,590.6407
70.000175,58.186302,590.8264
72.60209,59.02247,590.97205
75.22558,59.841103,591.12274
77.855095,60.64411,591.33563
80.482956,61.47591,591.6147
83.112434,62.355602,591.95276
85.774994,63.21533,592.3612
88.52032,63.905605,592.87537
91.34799,64.40664,593.5023
94.247986,64.84006,594.216
97.219,65.0521,594.964
100.16554,65.25803,595.67993
102.92453,65.39054,596.1861
104.56097,65.181435,598.384
106.4417,64.856575,600.47156
58.696365,54.773663,593.94336
52.76051,52.98606,595.8653
49.667206,51.311264,595.3727
46.594856,49.77411,595.42426
101.40682,65.09003,598.8223
98.25834,64.98951,598.05896
95.19452,64.85213,597.20593
92.253555,64.520645,596.38824
89.42683,64.067856,595.6613
86.668465,63.60612,595.05975
84.016014,62.788216,594.5941
81.390434,61.93297,594.22565
78.746216,61.102722,593.9361
76.06571,60.295418,593.72504
73.32059,59.489456,593.57935
70.5159,58.542698,593.4395
67.55895,57.583973,593.1278
103.14663,64.59813,601.78314
99.540924,64.62772,601.1479
96.2323,64.59727,600.23145
93.15461,64.484,599.3263
90.284744,64.09129,598.4953
87.53605,63.703465,597.79016
84.86684,63.15256,597.23096
82.245026,62.33056,596.8194
79.612144,61.507084,596.4933
76.91723,60.697845,596.2807
74.11927,59.902313,596.14044
71.20105,59.041214,596.0135
68.15503,58.05716,595.7706
65.03287,57.015034,595.1491
61.946354,55.969833,594.5234
43.315178,48.32327,596.10455
40.170845,46.774143,597.52625
31.809645,37.26873,592.0813
29.343386,35.20283,591.61707
28.147924,34.703728,594.2857
33.245335,39.02321,594.4566
34.816,40.916904,596.4269
36.39368,43.054153,598.1012
37.597767,45.453125,599.5562
29.13621,36.653336,596.8493
26.605198,34.500645,596.989
24.140287,32.464535,597.35565
22.66931,32.178783,600.0914
21.549839,31.800785,602.83
20.701818,31.265432,605.5711
20.588312,30.732773,608.5849
20.853603,30.446085,611.40906
21.182281,29.976143,614.1515
21.524878,29.501646,616.93304
22.210081,28.923576,619.6249
23.267097,28.711666,622.3513
24.462492,28.775017,624.7661
25.555435,28.67045,627.1728
26.620493,28.467443,629.62256
27.890575,28.228226,631.927
29.461596,27.87758,633.9799
31.07625,27.538929,635.97345
32.62975,27.023216,637.959
25.046322,34.26705,599.7222
23.829027,33.918526,602.4337
22.828173,33.40943,605.0878
22.118437,32.52605,607.4872
22.652391,32.656513,610.12067
23.012833,32.36118,612.8369
23.223322,31.718338,615.71295
23.653944,31.103136,618.43365
24.11007,30.41567,620.8267
25.424902,30.86703,623.0238
26.550148,30.891861,625.3879
27.52903,30.619883,628.00397
28.687191,30.384167,630.46454
30.2041,29.996357,632.64954
31.909233,29.545364,634.70154
33.61216,29.015198,636.81866
35.028316,28.017963,639.003
27.421528,36.286335,599.46387
29.691174,38.24721,599.16583
31.928535,39.23021,597.34235
33.58369,41.724934,599.31006
35.21267,43.928543,601.24963
26.122845,36.06699,602.1829
24.918201,35.510975,604.9945
23.992447,34.405483,607.91345
31.105108,40.24381,600.7569
32.587173,42.2724,602.61804
28.502117,38.326473,601.8472
27.09406,37.834267,604.61597
25.996092,36.386494,607.7761
29.855816,40.246113,604.0844
28.186289,38.556145,607.2176
24.93191,34.740196,611.0312
27.183496,37.170418,610.38477
24.938011,33.92541,614.4885
26.67028,35.9817,613.4053
25.236994,33.22077,617.64105
26.902763,35.233154,616.78394
25.717596,32.426437,620.5674
27.470877,33.118073,623.0927
28.496883,32.64848,626.20984
29.63079,32.431625,628.9135
31.053019,32.07261,631.26965
32.7485,31.53425,633.3774
34.486153,31.005064,635.5839
36.25339,30.200636,637.86914
40.099457,29.193485,641.42584
42.868256,29.176054,643.01337
45.671036,29.136515,644.57336
48.409138,29.091553,646.0672
51.06957,29.021503,647.5112
53.686844,28.952993,648.9016
56.303146,28.900684,650.2565
59.011646,28.903482,651.5248
61.78842,28.874853,652.9755
29.498785,39.315563,610.052
30.276915,40.412174,607.21356
32.220116,42.17912,605.8777
31.907627,41.43136,609.4616
28.87509,38.169056,612.89905
28.39771,37.05398,615.61383
31.22689,40.275703,612.6164
30.503216,38.881905,615.6604
29.33191,36.915592,618.5787
29.10397,35.4877,621.6713
29.575705,34.574493,624.67395
30.737345,34.357304,627.3642
32.01773,34.126545,629.8172
33.61999,33.573208,631.98987
35.359364,32.92904,634.13477
37.19383,32.17102,636.42804
39.131294,31.207226,638.9718
42.040474,31.152735,640.8784
34.435284,44.22905,604.60754
34.08523,43.393654,608.3197
33.724697,42.377804,612.00244
36.806686,46.290817,603.08795
39.263577,47.504086,600.7222
41.650936,48.487564,598.7166
44.4705,49.70302,598.3838
47.348125,51.086594,598.30536
32.973167,40.996494,615.22595
31.950338,39.184364,618.2383
31.281836,37.648735,620.8979
30.941793,36.39701,623.3864
31.970709,36.27075,625.7904
33.13173,36.140976,628.22614
34.60945,35.631077,630.44586
36.28153,34.887108,632.50244
37.982746,34.17178,634.64124
39.689312,33.470505,636.8913
41.627388,33.015125,638.93066
44.410843,32.99786,640.66376
44.973133,31.147146,642.5414
47.791126,31.202192,644.049
50.468193,31.182545,645.5138
53.104115,31.109911,646.94977
55.72372,31.048344,648.3494
58.38251,31.030432,649.7337
61.151337,30.98384,651.15765
63.99256,30.717224,652.7674
66.79714,30.532677,654.1629
69.745125,30.565262,655.5048
72.77178,30.419128,656.5831
75.72882,30.244398,657.6152
78.61722,30.066946,658.5366
81.49019,29.874716,659.2682
84.36271,29.76615,659.9664
87.31128,29.61161,660.5473
90.33333,29.256636,661.10754
50.28671,52.536842,598.5608
47.1928,33.20541,642.03723
49.892063,33.267998,643.4367
52.546127,33.214,644.9048
55.160217,33.150665,646.35236
57.785694,33.11069,647.7816
60.482346,33.07681,649.2203
63.257732,32.98534,650.7303
66.07759,32.862595,652.16113
68.93744,32.7956,653.5513
71.91141,32.71875,654.802
74.89331,32.540936,655.87494
77.80757,32.364155,656.89404
80.692924,32.141186,657.71893
83.597664,31.981497,658.49475
86.62702,31.795181,659.1679
89.86993,31.475958,659.8506
93.34337,30.745201,660.72095
36.2537,45.33215,607.08887
36.131386,44.263096,610.83936
35.79887,42.99266,614.77515
34.466057,41.17645,618.0068
33.7294,39.607357,620.9058
33.002876,38.092182,623.53156
34.23143,38.121986,626.2129
35.611378,37.782215,628.6623
37.266697,36.94263,630.7934
38.895687,36.232227,632.95135
40.565792,35.57278,635.074
42.31998,35.031536,637.0601
43.971035,34.61206,638.96204
46.607014,35.123173,640.0318
49.25504,35.328766,641.29254
51.966568,35.258957,642.7913
54.605705,35.22413,644.28644
57.216095,35.17342,645.74915
59.859406,35.132572,647.19684
62.57455,35.09329,648.65326
65.33497,35.07459,650.1302
68.18244,35.00518,651.5311
71.09007,34.927914,652.8748
74.07231,34.763496,654.03705
77.00725,34.605568,655.13904
79.90759,34.386196,656.07306
82.79155,34.187527,656.9234
85.734825,34.025963,657.7452
88.86213,33.70107,658.37
92.137566,33.27738,659.0886
95.41998,33.01128,659.49994
96.90271,30.74546,660.8791
100.285614,30.658941,661.0391
103.49993,30.434214,660.9619
106.82355,30.648438,660.6364
109.811485,30.855415,660.2923
113.05887,30.42702,660.222
115.223625,32.225906,658.9843
117.3444,34.394753,657.5143
119.51586,36.637062,655.8438
121.59191,39.11386,653.9357
123.52485,41.68406,651.83014
125.357925,44.370533,649.5622
126.32987,46.84171,646.17566
126.69359,48.776287,642.5732
127.37722,50.63898,638.6689
128.52953,52.014103,635.0502
129.58237,53.14118,631.75275
128.5083,54.687862,629.1641
126.53322,56.377033,626.5035
123.91953,58.00295,624.2201
111.75975,33.040066,659.0103
114.0477,34.972588,657.6617
116.316,37.016808,656.14886
118.52108,39.168743,654.48914
108.224304,33.577156,658.9353
105.20806,32.54966,659.7172
102.17391,32.867916,659.73376
98.8795,33.01108,659.6871
120.3693,41.768456,652.4884
121.96566,44.289837,650.563
123.78637,46.645084,648.2009
110.654884,35.673233,657.5879
113.09475,37.660816,656.1547
115.40058,39.672276,654.64856
117.58768,41.61634,653.09845
123.47689,48.795174,644.81384
124.36293,50.729282,640.64746
125.06901,52.653675,636.4242
126.90298,53.710648,632.8337
126.06986,55.26515,629.8084
123.8968,56.49136,628.2243
124.24639,54.75994,632.46826
122.06314,54.205288,634.8712
122.069084,59.64109,620.61993
120.209206,61.001923,616.98553
118.76672,61.93453,613.28125
117.82217,62.77567,609.5122
115.26074,63.35057,607.0467
112.96383,63.813103,604.97784
109.78613,63.977875,604.3976
106.42968,64.25499,603.37775
97.61125,35.261974,658.3443
101.24167,35.271065,658.38354
104.718376,34.917645,658.43
107.3441,36.512756,657.36945
53.320915,53.9772,599.0793
55.968784,54.330563,596.4574
59.20662,55.544163,597.01825
62.42443,56.60348,597.5729
56.51259,55.092144,599.6131
59.705975,56.272327,600.07385
65.62207,57.640625,598.0339
68.864075,58.58806,598.3981
71.97412,59.548923,598.5527
74.93885,60.327656,598.6611
77.73222,61.0905,598.787
80.42273,61.849674,599.0069
83.045235,62.63281,599.3629
85.63544,63.327732,599.8903
88.292404,63.685978,600.5686
91.04695,64.005936,601.3767
94.02077,64.2206,602.28436
97.22251,64.220535,603.256
100.64046,64.14134,604.21
103.95613,63.878082,605.28674
63.028305,57.23266,600.47363
66.406075,58.176544,600.7627
113.62174,62.819492,609.7732
111.35786,63.35919,607.1821
107.541794,63.54815,606.44336
109.998886,38.47354,655.97205
112.537,40.55465,654.4493
115.11035,42.647038,652.8208
118.517715,44.48197,651.1842
121.034706,47.13531,648.80225
121.68461,56.037624,630.7894
121.31344,57.67267,626.8334
120.51188,59.012897,623.3317
118.53876,60.35626,619.74603
116.70988,61.28429,616.39655
115.34092,62.17081,612.7298
39.723904,48.346443,603.53064
42.07544,49.239414,601.1528
38.338757,46.92337,605.91315
44.99999,50.602962,601.17957
42.65461,49.77255,603.8926
40.82173,48.107647,606.5298
47.943356,51.924137,601.36316
45.60804,51.144756,604.0959
43.65753,49.61383,606.7373
50.88151,53.33759,601.76465
48.6036,52.327824,604.4498
46.504356,50.935856,607.0658
53.95988,54.525898,602.2964
51.59441,53.61125,604.93506
49.402817,52.252895,607.48
57.131542,55.622658,602.72723
60.4634,56.630856,603.0095
63.966057,57.65141,603.18585
38.697933,46.171528,609.2947
41.808968,47.930607,609.29956
44.590168,49.30373,609.7038
47.359917,50.593616,610.0355
38.217556,44.84192,613.15826
40.412407,46.491608,611.78424
42.89587,47.68512,612.4628
45.482464,48.91585,612.78815
36.89452,42.63447,618.249
40.880135,45.916977,614.9005
43.566578,47.136063,615.72864
36.360916,41.327976,621.0085
35.340405,39.817074,623.71857
36.768967,39.67843,626.3778
38.208,39.127594,628.9555
39.842075,38.317623,631.2458
41.53943,37.60563,633.4633
43.317253,37.023624,635.6602
45.28545,36.40517,637.8404
48.367496,37.262012,638.8903
38.030556,41.40104,623.64294
39.348125,41.02115,626.59515
40.73991,40.47097,629.39215
42.411167,39.684315,631.79895
44.251434,38.883995,634.0223
46.17839,38.133923,636.3325
39.280018,43.302246,620.57855
41.522663,45.22876,618.2462
51.29082,37.233204,640.6696
54.05073,37.234375,642.1678
56.682636,37.213795,643.6522
59.29772,37.168777,645.1292
61.950287,37.15257,646.5797
64.66102,37.158184,648.0322
67.45321,37.13901,649.45984
70.30306,37.096077,650.8738
73.23804,36.964478,652.145
40.593735,42.85878,623.9337
41.87543,42.299297,627.1012
43.36547,41.66391,629.89746
45.12443,40.826935,632.2368
46.939693,40.017033,634.4408
48.709553,39.23182,636.7162
51.010662,38.993454,638.6503
42.255886,44.66462,621.4415
43.263298,43.95011,624.74396
44.56689,43.3304,627.7692
46.166157,42.66965,630.385
47.924995,41.934246,632.6375
49.607666,41.197952,634.7214
51.09878,40.494186,636.6229
53.635674,39.16449,640.066
53.470596,40.880695,637.7565
56.205795,39.231407,641.53033
58.825344,39.143932,642.99774
61.419086,39.16535,644.4817
64.05845,39.206234,645.9417
66.785515,39.214005,647.36523
55.891777,40.988575,639.08234
58.415905,41.004253,640.7728
60.968117,41.121002,642.3284
63.56252,41.187836,643.7906
66.2014,41.257725,645.2538
54.71675,54.833847,605.4512
52.512684,53.407978,607.9162
50.19476,51.89825,610.3753
48.200943,50.252174,612.9585
46.286175,48.510513,615.76666
58.025608,55.825542,605.65405
44.493023,46.698406,618.9935
44.903988,45.626846,622.498
45.94241,44.908817,625.6737
47.364807,44.339287,628.5111
49.09731,43.744827,630.96985
50.91644,43.032158,633.1492
52.603188,42.213223,635.32806
55.4573,42.840237,636.3429
58.0522,42.622364,638.38196
60.637154,42.809807,639.94556
63.17997,43.014053,641.4877
65.76388,43.14937,642.9824
76.19828,36.78995,653.2962
79.11615,36.598892,654.33417
81.99828,36.387165,655.2568
84.88496,36.18835,656.10297
87.87846,35.934505,656.824
91.0047,35.64855,657.5174
94.23824,35.41949,658.04517
69.59116,39.186726,648.7719
72.43045,39.12883,650.1795
75.38382,38.91921,651.3695
68.92817,41.265408,646.6808
68.36827,43.294956,644.5289
78.29554,38.7883,652.54596
81.201675,38.554058,653.49347
84.06346,38.361412,654.4072
86.967575,38.133892,655.1923
89.97828,37.881306,655.86597
93.11621,37.701614,656.4557
96.40982,37.54977,656.8107
99.82528,37.422905,657.12036
103.747925,37.55764,656.9285
106.84323,39.18591,655.7636
109.59761,41.349007,654.2067
112.0114,43.457924,652.64966
115.08451,45.38744,651.1449
117.85763,47.32456,649.4102
120.06588,49.05844,646.0505
121.20836,50.650555,642.4572
121.95411,52.42814,638.63184
71.727715,41.246365,648.0889
74.5848,41.04977,649.4227
77.493,40.89244,650.61835
71.08126,43.308292,645.99554
73.87951,43.211884,647.414
76.72096,43.0215,648.6816
80.38636,40.716652,651.6962
83.261765,40.519665,652.64417
86.09143,40.321915,653.5167
89.01345,40.085526,654.22943
92.05286,39.922325,654.8649
95.24667,39.81236,655.269
79.570404,42.889355,649.8762
82.4431,42.64711,650.79956
85.23929,42.478992,651.7361
88.06542,42.23064,652.5131
91.0133,42.02932,653.19916
94.15796,41.948845,653.71185
117.86376,50.75253,643.8696
117.020004,49.42534,647.0873
114.65425,48.31538,649.34625
114.4826,50.447792,645.66
118.74377,52.345436,640.43726
119.25847,53.99143,636.86646
119.33549,55.695103,633.0841
115.413124,52.15209,641.9791
116.09041,53.735535,638.4882
116.64327,55.334805,635.0226
116.49429,56.88166,631.20593
118.86904,57.294193,629.194
118.0924,58.63262,625.7016
117.2721,59.721523,622.40985
114.66146,60.578,619.62537
113.26409,61.562622,615.7084
111.448814,62.290012,612.2827
109.37861,62.897892,609.3712
105.24836,63.122513,608.59454
107.163895,62.406334,611.54315
109.53776,61.767117,614.6026
101.621506,63.48495,607.5926
98.157196,63.75252,606.3495
94.83297,63.874348,605.2827
91.752075,63.911568,604.29974
88.925285,63.60695,603.40485
86.273705,63.32625,602.62994
83.744644,62.847816,601.9416
81.17021,62.13698,601.468
78.50073,61.41108,601.2416
75.762245,60.662334,601.16766
72.861374,59.947876,601.07916
69.72537,59.102074,600.9591
111.12738,60.94584,618.23956
102.839386,62.640022,611.06134
99.058044,63.168964,609.6044
95.59806,63.410805,608.3402
92.406494,63.566494,607.2638
89.46448,63.413864,606.2891
86.74982,63.178734,605.4479
84.235596,62.877132,604.6794
81.872406,62.35923,603.9189
79.23816,61.699543,603.5948
76.61271,61.03053,603.6936
73.835976,60.339493,603.6539
70.795395,59.53223,603.51166
107.87989,61.263546,616.7961
105.55676,61.88111,614.013
111.838646,46.244503,650.88617
111.9196,49.243443,648.787
108.67233,44.368843,652.3529
106.8573,41.868473,654.08844
104.0513,40.592083,655.0088
101.45197,39.537106,655.8227
98.51418,39.8305,655.5157
97.50921,42.02038,654.0057
101.165634,42.226215,654.0812
104.75717,43.390766,653.1726
109.03912,47.45384,650.363
105.97492,46.037243,651.4099
112.266304,52.018562,642.9036
111.48164,50.726627,645.92865
109.0599,50.015076,647.7602
109.20114,51.685127,644.18353
106.44716,48.963497,649.33575
106.6362,50.995697,646.071
112.827126,53.491947,639.62036
113.41539,54.968086,636.28314
109.58458,53.225353,640.712
110.188416,54.748814,637.2304
114.16093,56.248096,633.1059
111.09453,56.373177,633.3973
106.692665,52.547077,642.38354
115.46621,58.209335,627.513
114.656,59.399235,623.78253
111.60016,60.061363,621.8582
111.92806,58.931442,625.85254
113.191795,57.535778,629.8329
110.25509,57.846806,629.3244
108.075745,60.5312,619.9992
108.41705,59.69344,623.26465
108.63096,58.793423,626.37823
105.10662,61.09409,617.54834
102.412285,61.836174,614.59235
99.48832,62.45201,612.79675
96.21164,62.827812,611.4863
93.017815,63.081863,610.2981
89.95867,63.121395,609.2355
87.12128,63.044098,608.31396
84.467476,62.831528,607.5075
82.08629,62.425045,606.66785
80.03935,61.931446,605.73126
77.621155,61.37236,606.19196
74.992134,60.727474,606.3331
72.057976,60.05312,606.1661
68.80391,59.084675,605.8828
65.28469,58.05444,605.69604
61.643646,56.96311,605.6197
58.410213,55.198563,610.4115
55.81479,54.724316,608.45404
53.12732,53.011753,610.74176
51.07168,51.480946,613.1835
49.23466,50.009632,615.62305
47.52844,48.481804,618.14404
46.912537,47.309418,620.97943
47.570087,46.478966,623.8529
48.719322,45.838703,626.6496
50.326073,45.34437,629.2287
52.194927,44.847923,631.5308
53.975742,44.026913,633.75726
106.73157,54.222054,638.59094
107.8019,55.81966,634.93915
108.33625,57.121338,631.6865
106.57402,58.104885,628.5826
105.34939,59.168964,625.0568
104.70355,60.188053,621.3374
102.47639,61.01778,618.07587
99.69282,61.601635,616.42444
55.679863,53.858818,611.5649
53.773605,52.49235,613.7453
52.15227,51.172764,615.9936
50.61707,49.91617,618.0852
49.30617,48.75752,620.076
49.641068,48.110863,622.4271
50.259518,47.339657,624.87134
51.561474,46.777912,627.4191
53.412907,46.454,629.6332
55.292217,46.034843,631.8704
56.744392,45.156162,634.0997
57.967083,44.184856,636.2517
60.365597,44.43973,637.53076
62.878685,44.643303,639.0134
65.4378,44.84226,640.52637
68.02349,45.00878,642.0513
70.62043,45.169033,643.64825
73.2996,45.212032,645.21893
76.03334,45.169155,646.69794
78.830666,45.007107,647.92725
81.65816,44.817074,648.94366
84.42218,44.663097,649.8815
87.142815,44.44236,650.719
89.90158,44.149963,651.4939
92.88069,44.000828,652.1402
96.04142,44.07749,652.4351
99.227486,44.330788,652.5584
102.477936,44.975338,652.1952
103.592545,47.60361,650.41034
104.08521,50.0551,647.875
104.10609,51.566025,644.6493
101.520035,49.137764,649.23596
100.38326,46.847984,650.8172
97.51341,46.515625,650.8918
94.586136,46.00793,650.93036
91.59601,46.0193,650.49585
88.94229,46.449585,649.66614
86.34585,46.741734,648.8401
83.69066,46.867344,647.95355
101.4115,50.669533,646.7371
80.95143,46.932785,646.96814
78.28046,46.92214,645.6761
75.6003,46.89915,644.2503
98.66734,49.219883,648.87256
95.777954,48.396393,649.36676
93.20148,47.728912,649.4958
90.828285,48.287548,648.56836
88.364334,48.67326,647.4415
85.85256,48.733093,646.48254
83.11581,48.5828,645.5441
80.5189,48.531204,644.36804
77.910835,48.48501,643.0962
72.8931,46.93639,642.74365
75.22375,48.46312,641.69104
70.275185,46.79633,641.0673
67.665634,46.6593,639.4738
65.05169,46.454582,637.9614
62.366474,46.23605,636.43304
59.60548,45.984894,634.8951
72.50506,48.482994,640.11456
58.50209,47.33501,632.19684
56.394184,47.7867,629.79614
54.48377,48.03684,627.5602
52.72245,48.134945,625.6151
52.42718,49.034695,623.2804
51.90729,49.718315,620.824
53.44012,50.93729,618.9182
54.831158,52.159748,616.6769
56.346626,53.350628,614.56885
58.000786,54.447453,612.8426
61.739292,56.413452,610.3045
61.615242,47.695786,633.8338
64.56123,48.035637,635.3911
67.276955,48.31525,636.8157
69.86489,48.4316,638.3751
105.35301,57.070694,631.65375
104.7348,55.655766,635.202
103.07922,58.299465,627.916
102.08179,59.51051,623.83954
100.83122,60.556767,620.3578
103.33964,54.35411,638.199
103.92293,53.079372,641.2591
101.48503,52.018642,643.6679
98.813896,50.869247,645.89954
96.132614,50.18429,647.0143
93.3495,49.55443,647.6178
100.609474,53.275387,640.6264
98.88558,52.101746,643.153
96.276695,51.482624,644.215
93.57658,50.811222,645.07764
90.79645,49.956844,646.06696
88.28018,50.341343,644.53784
85.25133,50.031483,643.8992
82.69388,50.071194,642.7663
80.1659,50.07384,641.6545
77.52868,49.978947,640.51465
74.760635,49.976086,639.1241
72.04144,50.05055,637.3928
91.18598,51.376324,643.3133
94.053474,52.207928,642.2936
97.06182,52.84688,641.3355
97.58471,61.26494,618.68945
94.52849,61.69124,616.9733
93.68168,62.455635,613.4962
90.58173,62.717545,612.2822
87.573364,62.692062,611.2304
84.683685,62.546776,610.3219
81.91864,62.19703,609.3841
79.4518,61.79245,608.19904
76.62159,61.13801,608.9966
73.71061,60.342678,609.01794
70.39994,59.51506,608.5345
66.92921,58.39386,608.16583
65.18355,57.6051,610.41235
98.43303,60.19641,622.4446
99.609955,59.099537,625.8219
92.27635,61.288963,618.7914
91.35732,62.11738,615.4823
88.21978,62.235973,614.2601
85.170044,62.08502,613.2205
82.06383,61.945007,612.1096
79.01752,61.48589,610.87537
100.05896,57.913506,629.3852
102.48844,56.986645,631.8714
101.630005,55.671307,635.0825
100.42554,54.5291,637.74554
97.731895,54.079433,638.68164
99.338234,56.73913,632.664
98.37645,55.45699,635.6334
94.69994,53.618,639.4467
91.81539,52.95687,640.3243
89.211586,52.13768,641.32385
86.91203,51.42147,642.0806
84.693054,51.61906,640.9074
95.392006,55.12317,636.59607
96.097145,56.454716,633.53925
96.810425,57.642277,630.52454
97.254364,58.655365,627.5512
95.66518,59.70574,624.52686
92.4243,54.47852,637.39
93.0334,56.006138,634.3533
93.645836,57.425777,631.221
89.48927,53.810246,638.1667
86.974396,52.99728,639.16254
90.08793,55.354404,635.27185
90.59933,57.007145,632.03204
94.26428,58.681763,628.0037
91.01973,58.2995,628.8855
92.05378,59.448784,625.56415
92.67443,60.37669,622.37244
89.989655,60.95155,620.3328
88.98977,61.57401,617.38306
85.921524,61.5667,616.36597
82.64542,61.60953,614.9642
79.23496,61.274677,613.60834
75.78848,60.7114,612.00415
72.19135,59.74992,611.3427
68.67783,58.732105,610.7478
89.40869,60.12187,623.15356
86.86153,60.844715,619.9501
88.70872,59.121872,626.46136
87.60341,57.853977,629.83264
88.03571,56.391434,633.1544
86.860115,54.699802,635.8752
83.54137,61.085793,618.0028
80.06441,60.903236,616.5322
76.728546,60.462215,615.26764
73.520454,59.82041,614.25104
70.16837,58.83417,613.4719
66.85776,57.774952,612.9563
63.646095,56.635853,612.7045
60.62152,55.516262,612.6655
59.244312,54.390347,615.05896
57.55955,53.221752,617.1308
56.103172,51.914524,619.44635
54.818047,50.624397,621.9858
54.934658,49.4788,624.8847
57.04556,49.427845,627.15186
57.34123,50.793724,624.4525
57.623356,51.943745,621.9678
58.851883,53.09453,619.4715
60.521687,54.329247,617.37067
62.134907,55.519997,615.07074
65.08698,56.695503,615.2671
68.15087,57.72156,615.6685
71.2814,58.767567,616.33514
74.42886,59.623848,617.45807
59.063972,49.215816,629.3619
61.18041,49.094585,631.30884
59.74658,50.94932,626.6143
60.113014,52.256298,624.17645
60.157303,53.0292,621.6756
61.756626,54.208096,619.83636
63.40704,55.43329,617.6095
66.21792,56.468067,618.01575
69.10934,57.463985,618.5168
72.126114,58.40543,619.2484
64.37362,55.13975,620.46454
67.01787,56.118565,620.9765
69.75727,57.058994,621.43994
62.523693,53.753708,622.7945
65.101074,54.590717,623.53613
67.90913,55.673115,623.96344
62.881542,52.817524,625.88226
61.757824,50.96698,628.54114
84.05205,60.33501,621.0743
86.450745,59.903053,623.58777
80.818535,60.399483,619.3606
77.51779,60.01857,618.425
85.52881,58.79571,626.89465
83.444595,59.44412,624.27185
81.38145,59.829773,622.04816
78.389114,59.50302,621.4131
75.19237,59.01679,620.8747
72.402336,57.93459,622.0006
70.76518,56.65944,624.3996
64.045975,49.449265,632.9521
63.56381,50.66969,630.5834
64.73933,52.29654,628.5072
66.92349,50.017155,634.0784
69.48537,50.2027,635.5183
66.14919,53.976746,626.3556
69.09863,55.102043,626.88495
66.269516,51.389256,631.39276
69.27083,52.148376,632.3738
71.77285,51.825535,634.56757
67.703125,53.257435,629.32825
72.32119,53.752388,632.00305
70.5763,54.361717,629.65186
72.132355,56.292686,627.04205
73.825745,57.94523,624.302
76.817505,58.511463,624.0054
80.03795,59.0099,624.3534
75.32639,57.24886,626.87445
82.06763,58.4507,626.93066
78.58529,57.930973,626.81506
84.0422,57.519287,629.5734
80.50665,57.248688,629.3916
77.053246,56.637436,629.36273
85.38087,56.3306,632.5005
82.21997,56.217857,632.03705
78.931366,55.797703,631.7126
83.74246,54.781445,634.8683
82.30939,51.68809,639.8571
79.73335,51.610474,638.9655
81.80109,53.234013,636.9993
80.66456,54.637455,634.24457
77.0379,51.379425,638.03143
79.0941,53.01121,636.3231
74.237076,51.490856,636.5413
76.494316,52.655243,635.74304
77.59726,54.1965,633.82025
74.45267,53.28725,634.01624
73.7221,55.65398,629.50055
173.31453,26.623106,578.3719
146.98425,24.694025,651.6812
24.367994,31.261227,591.8305
155.4873,48.481842,611.5138
146.2151,31.66688,647.7199
47.890553,45.41223,580.8543
107.59526,65.406715,597.3392
37.55165,28.82281,640.09296
27.343979,34.50424,619.8074
67.469,58.600048,603.3421
38.76192,44.184444,616.71875
95.27416,60.81319,620.7566
75.56767,55.020603,631.73737
136.17049,31.923162,653.4338
121.92817,63.68868,603.77997
63.304497,57.240654,608.0054
84.50944,53.23417,637.8243
173.31955,20.664734,573.53796
59.594612,56.05621,608.03723
96.78273,62.077347,614.8595
30.718904,36.95829,594.61444
83.36051,-1.2370883,572.86273
83.65096,-1.2438877,575.5806
84.08979,-1.2485924,578.2783
81.77655,-1.25,581.0593
79.588066,-1.25,583.5602
77.05219,-1.25,585.8674
74.21743,-1.25,588.06146
71.1148,-1.25,590.1337
63.05091,-1.25,593.33655
55.865326,-1.25,596.2282
53.16068,-1.2500001,595.8814
50.456673,-1.2500001,595.5298
47.75329,-1.2500001,595.1732
44.355106,-1.2486448,597.8939
43.86422,-1.246998,601.0114
43.65617,-1.2457392,604.15784
43.814938,-1.2463585,607.3037
44.440132,-1.2500001,610.38745
48.223415,-1.2500001,614.51105
50.935127,-1.2500001,615.6588
53.65749,-1.2500001,616.7815
56.39977,-1.2500001,617.8527
59.163883,-1.2500001,618.86743
61.946552,-1.2500001,619.82916
64.76192,-1.2500001,620.69226
67.585846,-1.2500001,621.52673
70.42676,-1.2500001,622.30096
73.27862,-1.2500001,623.03394
