x-before,y-before,z-before
60.19902,-5.4212255,610.80115
58.84652,-6.0191364,599.8184
135.52805,19.021343,597.34485
65.78246,-3.5028737,597.26794
126.72639,13.819192,605.0086
122.53876,14.409775,601.0801
125.79124,19.060242,600.7349
99.227486,-6.797541,604.5335
94.67913,-6.7507606,608.32367
120.29541,25.363253,593.0718
86.39631,-8.503213,560.3463
84.20003,-6.0784736,560.8575
86.45753,8.551011,560.3418
65.48169,-10.90972,607.1233
117.01191,-9.434354,578.4499
54.05684,-10.320803,601.63605
55.182655,-11.88958,604.5498
52.284485,-7.330599,605.5015
73.03693,-8.567756,612.82526
82.385956,-10.537444,614.1334
85.409424,-10.738967,614.5977
91.20347,-12.423212,615.1203
90.68896,-6.4338613,616.31085
84.55452,-3.4095454,616.0231
78.22494,-3.3228123,615.0133
75.07436,-3.2779348,614.4763
65.688065,-3.1290157,612.6171
62.971832,-10.2281885,610.1465
66.86026,-10.599834,610.95905
89.012665,-8.245057,615.701
61.293583,-7.8061776,610.4341
73.96884,-5.963724,613.64233
63.947002,-11.462308,599.8369
66.34042,-3.256833,608.87036
69.53217,-13.7129965,607.25085
97.71972,-12.663196,611.84924
57.58296,-11.6849575,608.2983
63.907738,-14.011532,612.3646
59.385784,-13.241299,598.7919
115.59124,0,565.94824
114.7249,-3.6057434,563.6115
117.3614,-3.570544,537.04175
119.01878,0,535.25085
117.3614,3.570544,537.04175
114.7249,3.6057434,563.6115
61.632835,-9.614433,613.307
114.9948,7.363377,574.4687
158.48949,34.835415,561.3402
157.37384,35.58606,548.1566
114.59938,10.293198,534.09076
163.26845,24.742302,554.3565
104.246124,-9.612998,608.8127
110.822075,-7.94326,573.01196
113.59631,-6.3705,605.57965
78.20162,-3.9309027,602.5967
110.83962,-15.486979,604.4544
120.25379,-14.424917,608.70685
91.41882,-14.92104,618.4223
152.16872,-1.31E-07,578.54596
117.52055,1.2524139,577.13934
152.3742,1.2469102,578.58954
121.12339,-11.703637,605.2363
114.67321,-12.220815,604.9907
97.56101,-9.602642,612.3668
97.19535,-3.4977255,613.37006
85.764015,-3.5123537,611.92
125.79124,-19.060242,600.7349
111.98942,7.0034695,567.49243
113.892136,-29.54179,590.02893
114.55489,6.747076,550.4241
111.49892,11.944057,542.85016
164.48271,-1.2711668,566.3205
113.114685,1.5541126,566.7057
124.783394,-19.193016,604.305
89.621864,-6.0302,551.77435
121.792755,-22.247139,596.78906
135.52805,-19.021343,597.34485
114.59938,-10.293198,534.09076
158.43266,-12.403205,570.2138
126.72639,-13.819192,605.0086
120.29541,-25.363253,593.0718
152.3742,-1.2469102,578.58954
110.11565,-6.220154,542.4825
114.12497,5.7059493,540.36896
113.35093,6.2749915,546.348
111.192566,9.796977,567.51807
112.02489,9.974147,570.3597
107.897156,10.483307,569.36414
95.202675,10.626048,563.80457
109.933624,10.310937,569.1832
108.74312,-13.226339,564.4188
111.49847,-11.943965,542.85333
114.12497,-5.7059493,540.36896
113.418884,-2.7869742,551.93134
112.87005,-6.629345,551.53485
106.14174,-4.3224764,532.73694
92.47656,-9.960412,562.4195
92.105576,-10.882627,559.91284
113.22137,-3.5399756,575.9696
115.303795,-8.230097,576.81537
117.27428,-12.595023,577.48926
114.82384,-15.15411,574.37415
112.14742,-15.046472,573.09106
109.45502,-14.974088,571.8337
106.699585,-14.948254,570.72314
103.90374,-14.933125,569.7144
101.08814,-14.924732,568.7635
98.24493,-14.922772,567.90063
95.35653,-14.932751,567.1946
92.47539,-14.943258,566.4584
89.53405,-14.649053,566.31274
86.583466,-14.31704,566.2212
80.57629,-13.686211,566.2494
77.52649,-13.4117155,566.4888
74.492,-13.167617,566.88995
71.45895,-12.949097,567.3247
68.422905,-12.748746,567.74695
65.38232,-12.573689,568.1462
62.333004,-12.456775,568.4915
59.274845,-12.4198265,568.7683
56.213875,-12.509697,568.9539
53.1579,-12.815441,568.99133
50.115,-13.159855,569.0355
47.30816,-14.38734,569.13086
44.982708,-16.38061,569.1451
43.31855,-18.910404,568.84406
41.8358,-21.599806,568.72833
40.329624,-24.259287,569.0286
39.011105,-26.960382,569.5761
40.178772,-31.520767,568.2303
42.063347,-33.12846,566.55
44.01517,-35.014008,565.34546
45.992058,-37.01798,564.3319
47.985916,-39.100376,563.8484
50.011208,-41.286232,564.0185
52.14654,-43.263878,564.0929
54.954166,-44.189632,563.67194
57.79291,-45.033978,563.23083
60.63227,-45.896187,562.8239
63.462185,-46.814297,562.4879
66.28969,-47.761467,562.2118
69.114655,-48.730267,561.99084
71.93412,-49.72539,561.8239
74.74286,-50.75782,561.73474
77.533005,-51.848156,561.7687
80.31759,-52.939438,561.90045
83.09466,-54.0305,562.10913
85.96286,-54.33977,562.68243
88.87373,-54.401752,563.37036
91.78815,-54.453533,564.0555
94.70564,-54.484818,564.7339
97.62298,-54.5076,565.40924
100.54779,-54.51149,566.05383
103.479126,-54.496025,566.66675
106.41425,-54.471004,567.2615
109.3565,-54.429924,567.8173
112.30895,-54.362373,568.30884
115.26539,-54.28629,568.7842
118.24073,-53.989475,568.80817
121.21768,-53.6742,568.80493
124.20114,-53.60159,568.86115
127.18904,-53.712906,568.961
130.15147,-53.648094,569.03265
133.04553,-52.85663,569.0109
135.89655,-51.944885,569.0012
138.42212,-50.35742,569.04663
140.91371,-48.700005,569.1334
143.3738,-46.999672,569.2867
145.82756,-45.289646,569.42993
148.30432,-43.608532,569.4862
150.78972,-41.940678,569.43524
153.2114,-40.20166,569.163
155.59233,-38.428253,568.7706
157.69966,-36.43253,568.0921
159.52234,-34.284832,567.0817
161.13724,-32.053413,565.90094
162.56747,-29.678549,564.77924
163.76425,-27.105972,563.832
164.73062,-24.351023,563.15955
165.64696,-21.53585,562.7066
166.5667,-18.691689,562.587
167.53792,-15.86092,562.7134
168.33186,-12.9755,562.74805
168.65419,-10.034017,562.9116
168.51552,-7.1426177,563.67615
167.04236,-2.8217561,567.1578
165.24948,-1.946485,569.4359
163.29657,-1.4859047,571.76733
161.21274,-1.25,573.9761
158.9486,-1.25,576.031
156.62282,-1.25,578.0173
154.24489,-1.2499996,579.9419
151.78653,-1.2499999,581.7614
149.19583,-1.253042,583.3869
146.41306,-1.2001839,584.6399
143.55244,-1.136737,585.7162
140.6363,-1.1128691,586.62555
137.61604,-1.1586665,587.04224
134.5616,-1.2031069,586.901
131.561,-1.2086705,586.3156
128.58545,-1.2391503,585.59735
125.72862,-1.2354678,584.5306
122.97576,-1.2260664,583.1951
120.292046,-1.2475839,581.7258
117.68436,-1.2752223,580.1261
115.2093,-1.2506509,578.3394
114.73456,-3.078717,577.50287
115.19005,-5.4556494,577.4879
40.36808,-28.866652,568.1304
41.359722,-26.19154,567.69366
116.69584,-3.6805117,579.1635
117.12648,-6.480746,578.975
42.242626,-30.523964,566.35297
42.879013,-23.788832,567.2184
118.928955,-4.248297,580.8179
121.67985,-3.76435,582.3697
124.38915,-3.8468246,583.69653
127.156,-3.8537757,584.85004
130.10016,-3.7804868,585.61926
133.07956,-3.722449,586.1666
136.07968,-3.652592,586.3858
139.02591,-3.5334365,586.0464
141.90718,-3.4728293,585.3851
144.75583,-3.4945266,584.4881
147.44989,-3.4815633,583.16656
150.02284,-3.4983423,581.6418
152.59424,-3.6222396,580.1443
155.09032,-3.7297146,578.4987
157.46521,-3.7863212,576.6729
159.76198,-3.8362548,574.7543
161.88382,-4.0199304,572.7039
163.82692,-4.313294,570.6254
165.29839,-4.6342835,568.2599
166.83311,-5.710721,565.9139
44.38464,-21.34783,567.0862
45.82352,-18.96969,567.33795
47.21474,-16.75337,567.74744
49.46958,-15.699611,567.3569
52.04699,-14.953806,567.1987
54.942554,-14.481045,567.18915
57.861862,-14.200803,567.0269
60.80186,-14.1035,566.765
63.752453,-14.112162,566.40765
66.71498,-14.197993,565.9767
69.69627,-14.3555,565.5139
72.69555,-14.516491,565.0114
75.72293,-14.712567,564.54266
78.79581,-14.903982,564.1585
81.89444,-15.146421,563.92035
85.00133,-15.433783,563.8361
88.04386,-16.009354,564.0648
91.11006,-16.436468,564.33636
44.23467,-31.925396,564.6624
46.169277,-33.628784,563.3078
166.77905,-8.61428,564.9871
166.53389,-11.282411,564.791
166.07837,-13.990019,564.7261
165.34866,-16.772585,564.57294
164.35217,-19.465538,564.36255
163.44534,-22.187477,564.46796
162.48074,-24.866062,565.0248
161.40672,-27.305805,565.35925
160.17581,-29.770065,566.2753
158.5423,-31.828218,567.31024
156.83107,-33.79641,568.3326
154.92686,-35.69574,569.1023
152.78058,-37.489212,569.56384
150.50313,-39.224396,570.02386
148.09592,-40.896572,570.195
145.64319,-42.54863,570.25635
143.17557,-44.182213,570.1213
140.72073,-45.800518,569.8825
138.26984,-47.3839,569.6558
135.82951,-48.881535,569.46533
133.44072,-50.127754,569.2683
131.10777,-51.306103,569.08527
128.52039,-51.111504,568.773
125.79632,-51.02823,568.30566
122.87091,-51.15094,567.9527
119.81599,-51.484737,567.84894
116.78423,-51.80622,567.82275
113.8861,-52.084167,567.3775
110.98878,-52.218185,566.8252
108.10647,-52.321075,566.22253
105.22487,-52.405243,565.5825
102.3354,-52.47378,564.92566
99.44597,-52.51822,564.2561
96.56186,-52.538788,563.5628
93.68348,-52.551582,562.8365
90.793915,-52.515266,562.11523
87.90317,-52.394825,561.3237
85.09729,-52.178364,560.4587
82.33534,-51.402515,560.00995
79.61068,-50.22552,559.9612
76.80392,-49.13786,559.9651
73.92786,-48.10356,559.99646
71.057686,-47.07079,560.157
68.1958,-46.068645,560.3819
65.352936,-45.07673,560.662
62.48939,-44.15629,560.9925
59.631363,-43.233196,561.416
56.766457,-42.3454,561.7961
